"userid","outlet_type","brand_name","business_category","date"
3644144,"online","foodpanda","Food & Restaurants","2023-05-01"
3644178,"instore","Dvago","Health & Fitness","2023-05-18"
3644178,"instore","Dvago","Health & Fitness","2023-05-23"
3644178,"instore","Dvago","Health & Fitness","2023-06-01"
3644178,"instore","Dvago","Health & Fitness","2023-06-24"
3644178,"instore","Dvago","Health & Fitness","2023-07-05"
3644178,"instore","Dvago","Health & Fitness","2023-07-07"
3644178,"instore","Dvago","Health & Fitness","2023-07-13"
3644178,"instore","Orient Textile","Fashion","2023-05-07"
3644178,"instore","Pie in the Sky","Food & Restaurants","2023-07-11"
3644178,"online","Hobnob","Food & Restaurants","2023-05-28"
3644178,"online","Hobnob","Food & Restaurants","2023-06-27"
3644178,"online","Hobnob","Food & Restaurants","2023-07-20"
3644178,"online","Hobnob","Food & Restaurants","2023-07-30"
3644178,"online","IDEAS","Fashion","2023-07-22"
3644178,"online","Krave Mart","Stores & Grocery","2023-06-11"
3644178,"online","Metro Cash & Carry","Stores & Grocery","2023-07-22"
3644178,"online","Metro Cash & Carry","Stores & Grocery","2023-07-28"
3644178,"online","Pizza Max","Food & Restaurants","2023-06-23"
3644178,"online","Pizza Max","Food & Restaurants","2023-06-25"
3644178,"online","Pizza Max","Food & Restaurants","2023-07-04"
3644178,"online","Pizza Max","Food & Restaurants","2023-07-09"
3644178,"online","Pizza Max","Food & Restaurants","2023-07-13"
3644178,"online","Pizza Max","Food & Restaurants","2023-07-17"
3644178,"online","Yellow Taxi Pizza","Food & Restaurants","2023-06-01"
3644178,"online","foodpanda","Food & Restaurants","2023-07-14"
3644178,"online","foodpanda","Food & Restaurants","2023-07-27"
3644202,"online","VINCE","Health, Beauty & Gifts","2023-05-04"
3644230,"online","foodpanda","Food & Restaurants","2023-05-04"
3644261,"online","foodpanda","Food & Restaurants","2023-05-12"
3644288,"online","foodpanda","Food & Restaurants","2023-05-06"
3644297,"online","foodpanda","Food & Restaurants","2023-05-27"
3644318,"online","Daraz","Market Place","2023-05-13"
3644318,"online","Daraz","Market Place","2023-06-10"
3644318,"online","Daraz","Market Place","2023-07-07"
3644318,"online","Daraz","Market Place","2023-07-26"
3644318,"online","Daraz","Market Place","2023-07-30"
3644325,"online","OPTP","Food & Restaurants","2023-05-02"
3644325,"online","OPTP","Food & Restaurants","2023-06-08"
3644332,"online","Daraz","Market Place","2023-06-16"
3644332,"online","Daraz","Market Place","2023-06-17"
3644332,"online","Daraz","Market Place","2023-06-23"
3644332,"online","foodpanda","Food & Restaurants","2023-05-01"
3644399,"online","SAYA","Fashion","2023-05-04"
3644435,"online","foodpanda","Food & Restaurants","2023-07-08"
3644435,"online","foodpanda","Food & Restaurants","2023-07-22"
3644435,"online","foodpanda","Food & Restaurants","2023-07-23"
3644435,"online","foodpanda","Food & Restaurants","2023-07-28"
3644491,"online","Daraz","Market Place","2023-05-15"
3644491,"online","foodpanda","Food & Restaurants","2023-05-23"
3644508,"online","foodpanda","Food & Restaurants","2023-05-31"
3644508,"online","foodpanda","Food & Restaurants","2023-06-05"
3644508,"online","foodpanda","Food & Restaurants","2023-06-18"
3644517,"online","Daraz","Market Place","2023-06-21"
3644531,"online","Audionic","Electronics & Home Appliances","2023-05-02"
3644536,"online","Metro Cash & Carry","Stores & Grocery","2023-05-02"
3644603,"online","Daraz","Market Place","2023-05-01"
3644610,"online","foodpanda","Food & Restaurants","2023-05-03"
3644610,"online","foodpanda","Food & Restaurants","2023-05-17"
3644651,"online","Orient Textile","Fashion","2023-05-01"
3644668,"online","Daraz","Market Place","2023-05-01"
3644698,"online","Pizza Max","Food & Restaurants","2023-05-01"
3644698,"online","Pizza Max","Food & Restaurants","2023-05-28"
3644761,"online","Al-Fatah","Stores & Grocery","2023-05-10"
3644761,"online","Al-Fatah","Stores & Grocery","2023-05-24"
3644763,"online","Daraz","Market Place","2023-05-02"
3644775,"online","Daraz","Market Place","2023-06-25"
3644776,"online","foodpanda","Food & Restaurants","2023-05-02"
3644776,"online","foodpanda","Food & Restaurants","2023-05-09"
3644776,"online","foodpanda","Food & Restaurants","2023-05-20"
3644776,"online","foodpanda","Food & Restaurants","2023-05-22"
3644776,"online","foodpanda","Food & Restaurants","2023-06-26"
3644827,"online","foodpanda","Food & Restaurants","2023-06-01"
3644839,"online","VINCE","Health, Beauty & Gifts","2023-05-01"
3644863,"online","ChiltanPure","Health, Beauty & Gifts","2023-05-01"
3644886,"online","foodpanda","Food & Restaurants","2023-06-17"
3644915,"online","Ordernation","Electronics & Home Appliances","2023-05-01"
3644920,"online","Daraz","Market Place","2023-07-25"
3644922,"online","Telenor","Services & Utilities","2023-05-01"
3644948,"online","Daraz","Market Place","2023-05-03"
3645073,"online","foodpanda","Food & Restaurants","2023-05-01"
3645095,"online","Edenrobe","Fashion","2023-05-25"
3645095,"online","IDEAS","Fashion","2023-05-14"
3645095,"online","IDEAS","Fashion","2023-05-17"
3645095,"online","IDEAS","Fashion","2023-06-14"
3645095,"online","Telenor","Services & Utilities","2023-06-04"
3645111,"online","Bachaa Party","Fashion","2023-05-01"
3645111,"online","Daraz","Market Place","2023-06-23"
3645111,"online","Daraz","Market Place","2023-07-13"
3645139,"online","Saeed Ghani","Health, Beauty & Gifts","2023-05-02"
3645139,"online","Saeed Ghani","Health, Beauty & Gifts","2023-05-05"
3645156,"online","Daraz","Market Place","2023-05-13"
3645268,"online","Daraz","Market Place","2023-05-01"
3645276,"online","Daraz","Market Place","2023-06-03"
3645282,"online","Daraz","Market Place","2023-05-02"
3645358,"online","foodpanda","Food & Restaurants","2023-05-01"
3645404,"online","Telenor","Services & Utilities","2023-05-01"
3645414,"online","foodpanda","Food & Restaurants","2023-05-01"
3645458,"online","foodpanda","Food & Restaurants","2023-05-02"
3645519,"online","foodpanda","Food & Restaurants","2023-05-02"
3645545,"online","Daraz","Market Place","2023-05-28"
3645562,"online","Audionic","Electronics & Home Appliances","2023-05-01"
3645570,"online","foodpanda","Food & Restaurants","2023-05-02"
3645601,"online","foodpanda","Food & Restaurants","2023-05-02"
3645619,"online","Simply Sufi","Stores & Grocery","2023-07-24"
3645628,"online","foodpanda","Food & Restaurants","2023-05-08"
3645645,"online","Audionic","Electronics & Home Appliances","2023-05-16"
3645645,"online","Audionic","Electronics & Home Appliances","2023-05-25"
3645645,"online","Audionic","Electronics & Home Appliances","2023-06-07"
3645650,"instore","OPTP","Food & Restaurants","2023-05-25"
3645650,"instore","OPTP","Food & Restaurants","2023-07-29"
3645656,"online","GrocerApp","Stores & Grocery","2023-05-01"
3645670,"online","Pizza Max","Food & Restaurants","2023-07-15"
3645678,"online","foodpanda","Food & Restaurants","2023-05-01"
3645681,"online","Telenor","Services & Utilities","2023-05-01"
3645708,"online","foodpanda","Food & Restaurants","2023-05-01"
3645720,"online","foodpanda","Food & Restaurants","2023-05-01"
3645722,"online","foodpanda","Food & Restaurants","2023-05-01"
3645755,"online","VINCE","Health, Beauty & Gifts","2023-05-01"
3645766,"online","foodpanda","Food & Restaurants","2023-05-01"
3645783,"online","Audionic","Electronics & Home Appliances","2023-05-01"
3645783,"online","Daraz","Market Place","2023-05-20"
3645803,"online","Daraz","Market Place","2023-05-01"
3645812,"online","Daraz","Market Place","2023-05-01"
3645812,"online","Daraz","Market Place","2023-05-05"
3645836,"online","Daraz","Market Place","2023-05-14"
3645836,"online","Daraz","Market Place","2023-06-20"
3645836,"online","Daraz","Market Place","2023-07-08"
3645838,"online","foodpanda","Food & Restaurants","2023-05-01"
3645852,"instore","Dvago","Health & Fitness","2023-05-01"
3645877,"online","Daraz","Market Place","2023-07-01"
3645886,"online","Daraz","Market Place","2023-06-28"
3645910,"online","Daraz","Market Place","2023-05-19"
3645910,"online","Daraz","Market Place","2023-05-21"
3645910,"online","Daraz","Market Place","2023-05-28"
3645910,"online","Daraz","Market Place","2023-06-04"
3645910,"online","Daraz","Market Place","2023-06-08"
3645910,"online","Daraz","Market Place","2023-07-02"
3645910,"online","Daraz","Market Place","2023-07-23"
3645910,"online","foodpanda","Food & Restaurants","2023-05-03"
3645979,"online","Daraz","Market Place","2023-05-15"
3646002,"online","foodpanda","Food & Restaurants","2023-05-01"
3646002,"online","foodpanda","Food & Restaurants","2023-07-09"
3646002,"online","foodpanda","Food & Restaurants","2023-07-24"
3646013,"online","NDURE","Fashion","2023-05-01"
3646015,"online","Miss Rose Pakistan","Health, Beauty & Gifts","2023-05-01"
3646073,"online","foodpanda","Food & Restaurants","2023-05-01"
3646090,"online","Burger O'Clock","Food & Restaurants","2023-05-13"
3646094,"online","foodpanda","Food & Restaurants","2023-05-06"
3646103,"online","Daraz","Market Place","2023-05-21"
3646140,"online","Daraz","Market Place","2023-07-17"
3646140,"online","Daraz","Market Place","2023-07-20"
3646142,"online","foodpanda","Food & Restaurants","2023-05-01"
3646158,"online","Daraz","Market Place","2023-06-28"
3646191,"online","foodpanda","Food & Restaurants","2023-05-01"
3646196,"online","Daraz","Market Place","2023-07-19"
3646196,"online","Daraz","Market Place","2023-07-20"
3646196,"online","foodpanda","Food & Restaurants","2023-05-03"
3646196,"online","foodpanda","Food & Restaurants","2023-07-13"
3646196,"online","foodpanda","Food & Restaurants","2023-07-14"
3646196,"online","foodpanda","Food & Restaurants","2023-07-29"
3646200,"online","foodpanda","Food & Restaurants","2023-05-01"
3646246,"online","foodpanda","Food & Restaurants","2023-05-01"
3646247,"online","Daraz","Market Place","2023-05-02"
3646253,"online","Audionic","Electronics & Home Appliances","2023-05-01"
3646253,"online","Ordernation","Electronics & Home Appliances","2023-05-01"
3646333,"online","Daraz","Market Place","2023-05-02"
3646376,"online","foodpanda","Food & Restaurants","2023-05-01"
3646407,"online","foodpanda","Food & Restaurants","2023-05-08"
3646417,"online","Daraz","Market Place","2023-05-01"
3646455,"online","foodpanda","Food & Restaurants","2023-05-02"
3646473,"online","Daraz","Market Place","2023-07-23"
3646473,"online","Daraz","Market Place","2023-07-30"
3646473,"online","NDURE","Fashion","2023-07-24"
3646473,"online","SAYA","Fashion","2023-06-01"
3646478,"online","Daraz","Market Place","2023-05-07"
3646478,"online","Daraz","Market Place","2023-05-16"
3646478,"online","Daraz","Market Place","2023-05-28"
3646478,"online","Saeed Ghani","Health, Beauty & Gifts","2023-05-02"
3646478,"online","Saeed Ghani","Health, Beauty & Gifts","2023-07-22"
3646515,"instore","OPTP","Food & Restaurants","2023-05-02"
3646515,"instore","OPTP","Food & Restaurants","2023-05-04"
3646515,"instore","OPTP","Food & Restaurants","2023-05-05"
3646515,"instore","OPTP","Food & Restaurants","2023-05-08"
3646515,"instore","OPTP","Food & Restaurants","2023-05-09"
3646515,"instore","OPTP","Food & Restaurants","2023-05-10"
3646518,"online","foodpanda","Food & Restaurants","2023-05-02"
3646522,"online","Amobile.pk","Electronics & Home Appliances","2023-06-08"
3646523,"online","foodpanda","Food & Restaurants","2023-06-24"
3646537,"online","IFG","Fashion","2023-05-01"
3646562,"online","Daraz","Market Place","2023-05-02"
3646569,"online","Daraz","Market Place","2023-05-01"
3646569,"online","Daraz","Market Place","2023-05-06"
3646569,"online","Daraz","Market Place","2023-05-15"
3646569,"online","Daraz","Market Place","2023-06-06"
3646576,"online","foodpanda","Food & Restaurants","2023-05-02"
3646590,"online","Jenpharm","Health & Fitness","2023-05-01"
3646598,"online","foodpanda","Food & Restaurants","2023-05-13"
3646614,"online","Daraz","Market Place","2023-05-01"
3646646,"online","Daraz","Market Place","2023-06-27"
3646646,"online","IDEAS","Fashion","2023-05-22"
3646670,"online","Saeed Ghani","Health, Beauty & Gifts","2023-05-02"
3646699,"online","foodpanda","Food & Restaurants","2023-05-02"
3646744,"online","foodpanda","Food & Restaurants","2023-05-02"
3646755,"online","Ailaaj","Health & Fitness","2023-05-01"
3646765,"online","Rivaj","Health, Beauty & Gifts","2023-05-01"
3646766,"online","foodpanda","Food & Restaurants","2023-05-01"
3646782,"online","foodpanda","Food & Restaurants","2023-05-02"
3646788,"online","Daraz","Market Place","2023-06-23"
3646795,"online","foodpanda","Food & Restaurants","2023-06-03"
3646803,"online","foodpanda","Food & Restaurants","2023-05-01"
3646806,"online","Bandana","Fashion","2023-05-01"
3646823,"online","foodpanda","Food & Restaurants","2023-05-02"
3646863,"online","Krave Mart","Stores & Grocery","2023-05-11"
3646867,"online","foodpanda","Food & Restaurants","2023-05-01"
3646896,"online","foodpanda","Food & Restaurants","2023-05-02"
3646919,"online","NDURE","Fashion","2023-05-01"
3646920,"online","foodpanda","Food & Restaurants","2023-05-01"
3646922,"online","Jazaa","Stores & Grocery","2023-05-26"
3646922,"online","Jazaa","Stores & Grocery","2023-07-17"
3646922,"online","Khazanay","Fashion","2023-06-11"
3646922,"online","Pizza Max","Food & Restaurants","2023-05-27"
3646922,"online","foodpanda","Food & Restaurants","2023-05-13"
3646957,"online","Daraz","Market Place","2023-06-22"
3647009,"online","Orah Pharmacy","Health & Fitness","2023-05-01"
3647073,"online","Daraz","Market Place","2023-05-01"
3647073,"online","Daraz","Market Place","2023-07-19"
3647073,"online","Naheed.pk","Stores & Grocery","2023-05-26"
3647085,"online","foodpanda","Food & Restaurants","2023-05-28"
3647085,"online","foodpanda","Food & Restaurants","2023-06-14"
3647111,"online","Scents'n Stories","Health, Beauty & Gifts","2023-05-01"
3647141,"online","Daraz","Market Place","2023-05-05"
3647194,"online","VINCE","Health, Beauty & Gifts","2023-05-02"
3647214,"online","Daraz","Market Place","2023-06-09"
3647231,"online","IDEAS","Fashion","2023-05-01"
3647265,"online","foodpanda","Food & Restaurants","2023-05-25"
3647269,"online","foodpanda","Food & Restaurants","2023-05-01"
3647269,"online","foodpanda","Food & Restaurants","2023-05-02"
3647269,"online","foodpanda","Food & Restaurants","2023-05-03"
3647269,"online","foodpanda","Food & Restaurants","2023-05-04"
3647277,"online","HYDRI SUPER MARKET","Stores & Grocery","2023-06-06"
3647277,"online","foodpanda","Food & Restaurants","2023-05-01"
3647277,"online","foodpanda","Food & Restaurants","2023-05-15"
3647277,"online","foodpanda","Food & Restaurants","2023-05-22"
3647280,"online","Daraz","Market Place","2023-05-01"
3647280,"online","Daraz","Market Place","2023-05-14"
3647280,"online","Daraz","Market Place","2023-06-01"
3647286,"online","foodpanda","Food & Restaurants","2023-07-16"
3647292,"online","Daraz","Market Place","2023-05-03"
3647323,"online","Saeed Ghani","Health, Beauty & Gifts","2023-05-13"
3647359,"online","foodpanda","Food & Restaurants","2023-05-03"
3647417,"online","Metro Cash & Carry","Stores & Grocery","2023-05-01"
3647442,"online","Saeed Ghani","Health, Beauty & Gifts","2023-05-01"
3647470,"online","foodpanda","Food & Restaurants","2023-07-18"
3647481,"online","Daraz","Market Place","2023-05-01"
3647505,"online","foodpanda","Food & Restaurants","2023-05-01"
3647525,"online","Daraz","Market Place","2023-05-01"
3647536,"online","Daraz","Market Place","2023-05-02"
3647536,"online","elo","Fashion","2023-06-16"
3647536,"online","foodpanda","Food & Restaurants","2023-06-23"
3647536,"online","foodpanda","Food & Restaurants","2023-06-25"
3647561,"online","Daraz","Market Place","2023-05-04"
3647576,"instore","California Pizza","Food & Restaurants","2023-06-12"
3647622,"online","foodpanda","Food & Restaurants","2023-05-01"
3647628,"online","Al-Fatah","Stores & Grocery","2023-07-19"
3647628,"online","Al-Fatah","Stores & Grocery","2023-07-25"
3647628,"online","Al-Fatah","Stores & Grocery","2023-07-26"
3647628,"online","Healthwire","Health & Fitness","2023-07-17"
3647628,"online","Healthwire","Health & Fitness","2023-07-19"
3647630,"online","Daraz","Market Place","2023-05-03"
3647630,"online","Daraz","Market Place","2023-05-25"
3647630,"online","Daraz","Market Place","2023-06-07"
3647630,"online","Daraz","Market Place","2023-06-11"
